Destination,Type,Season,TravelGroup,Activities,BudgetPerPerson,Duration,HealthCondition,NumPeople,Region
Paris,City,Summer,Friends,"Sightseeing,Culture",11385,Short,Asthma,2,Other
Ooty,Hill/Beach,Winter,Family,"Relaxation,Trekking",5456,Short,Heart Issues,2,India
Ooty,Hill/Beach,Winter,Family,"Relaxation,Trekking",23166,Short,Heart Issues,1,India
Paris,City,Summer,Family,"Sightseeing,Culture",22622,Short,Asthma,5,Other
Singapore,City,Summer,Friends,"Shopping,ThemePark",18274,Long,Heart Issues,1,Other
Leh,Mountain,Summer,Solo,"Trekking,Adventure",15855,Short,None,4,India
Manali,Mountain,Winter,Couple,"Trekking,Adventure",18082,Long,Asthma,3,India
Goa,Beach,Summer,Friends,"Beach,Party,Relaxation",5780,Short,Asthma,5,India
Ooty,Hill/Beach,Winter,Friends,"Relaxation,Trekking",23801,Short,Heart Issues,2,India
Ooty,Hill/Beach,Winter,Family,"Relaxation,Trekking",3610,Long,Asthma,6,India
Kerala,Hill/Beach,Monsoon,Friends,"Houseboat,Relaxation",9222,Short,None,1,India
Dubai,City,Winter,Couple,"Shopping,Adventure",10566,Long,Heart Issues,3,Other
Paris,City,Summer,Solo,"Sightseeing,Culture",4731,Short,Heart Issues,3,Other
Paris,City,Summer,Friends,"Sightseeing,Culture",17647,Short,Heart Issues,6,Other
Leh,Mountain,Summer,Solo,"Trekking,Adventure",10721,Short,None,3,India
Goa,Beach,Summer,Family,"Beach,Party,Relaxation",17692,Short,None,1,India
Hampi,Historical,Winter,Family,"Sightseeing,Photography",20010,Long,Heart Issues,1,India
Paris,City,Summer,Friends,"Sightseeing,Culture",16856,Short,Heart Issues,5,Other
Singapore,City,Summer,Friends,"Shopping,ThemePark",18886,Long,Heart Issues,3,Other
Goa,Beach,Summer,Couple,"Beach,Party,Relaxation",15357,Short,None,4,India
Dubai,City,Winter,Friends,"Shopping,Adventure",8713,Short,Asthma,2,Other
Paris,City,Summer,Couple,"Sightseeing,Culture",17448,Long,Heart Issues,4,Other
Hampi,Historical,Winter,Friends,"Sightseeing,Photography",18298,Short,Heart Issues,4,India
Goa,Beach,Summer,Solo,"Beach,Party,Relaxation",13793,Long,Heart Issues,3,India
Manali,Mountain,Winter,Couple,"Trekking,Adventure",16107,Short,Heart Issues,3,India
Paris,City,Summer,Solo,"Sightseeing,Culture",11318,Long,Asthma,4,Other
Goa,Beach,Summer,Couple,"Beach,Party,Relaxation",10473,Long,Asthma,6,India
Manali,Mountain,Winter,Couple,"Trekking,Adventure",20517,Long,None,5,India
Goa,Beach,Summer,Solo,"Beach,Party,Relaxation",9594,Long,None,3,India
Singapore,City,Summer,Friends,"Shopping,ThemePark",23456,Long,Heart Issues,5,Other
Manali,Mountain,Winter,Friends,"Trekking,Adventure",12147,Short,Asthma,2,India
London,City,Winter,Family,"Culture,Sightseeing",14955,Short,Heart Issues,6,Other
London,City,Winter,Family,"Culture,Sightseeing",17694,Long,Asthma,3,Other
Kerala,Hill/Beach,Monsoon,Couple,"Houseboat,Relaxation",17059,Short,Heart Issues,1,India
Kerala,Hill/Beach,Monsoon,Family,"Houseboat,Relaxation",15663,Long,Asthma,1,India
Paris,City,Summer,Family,"Sightseeing,Culture",22015,Short,Asthma,3,Other
Ooty,Hill/Beach,Winter,Friends,"Relaxation,Trekking",7764,Long,Heart Issues,6,India
Singapore,City,Summer,Couple,"Shopping,ThemePark",22077,Short,Heart Issues,5,Other
Manali,Mountain,Winter,Solo,"Trekking,Adventure",10778,Short,Asthma,4,India
Kerala,Hill/Beach,Monsoon,Couple,"Houseboat,Relaxation",5400,Long,None,5,India
Manali,Mountain,Winter,Friends,"Trekking,Adventure",11291,Long,Asthma,2,India
Paris,City,Summer,Family,"Sightseeing,Culture",3864,Short,None,5,Other
Hampi,Historical,Winter,Friends,"Sightseeing,Photography",4573,Short,Heart Issues,5,India
Hampi,Historical,Winter,Friends,"Sightseeing,Photography",19492,Short,None,3,India
Goa,Beach,Summer,Couple,"Beach,Party,Relaxation",7067,Short,Asthma,2,India
Goa,Beach,Summer,Family,"Beach,Party,Relaxation",16207,Short,Heart Issues,3,India
Dubai,City,Winter,Friends,"Shopping,Adventure",24948,Short,None,2,Other
Paris,City,Summer,Couple,"Sightseeing,Culture",22962,Long,Asthma,1,Other
Manali,Mountain,Winter,Solo,"Trekking,Adventure",20989,Long,None,3,India
London,City,Winter,Friends,"Culture,Sightseeing",12550,Long,Asthma,5,Other
London,City,Winter,Friends,"Culture,Sightseeing",24825,Long,None,5,Other
Paris,City,Summer,Couple,"Sightseeing,Culture",7083,Long,None,5,Other
Goa,Beach,Summer,Solo,"Beach,Party,Relaxation",20169,Short,Asthma,1,India
Singapore,City,Summer,Friends,"Shopping,ThemePark",20789,Long,Heart Issues,4,Other
Dubai,City,Winter,Couple,"Shopping,Adventure",11292,Short,None,1,Other
Hampi,Historical,Winter,Family,"Sightseeing,Photography",13432,Short,Heart Issues,5,India
Manali,Mountain,Winter,Solo,"Trekking,Adventure",15063,Long,Heart Issues,2,India
London,City,Winter,Solo,"Culture,Sightseeing",22469,Long,None,5,Other
Goa,Beach,Summer,Family,"Beach,Party,Relaxation",17995,Long,None,5,India
Singapore,City,Summer,Friends,"Shopping,ThemePark",11817,Long,Asthma,3,Other
Paris,City,Summer,Friends,"Sightseeing,Culture",11403,Long,Heart Issues,2,Other
Manali,Mountain,Winter,Couple,"Trekking,Adventure",5169,Long,Asthma,2,India
Hampi,Historical,Winter,Friends,"Sightseeing,Photography",24947,Long,None,2,India
Singapore,City,Summer,Couple,"Shopping,ThemePark",24909,Long,None,3,Other
Dubai,City,Winter,Family,"Shopping,Adventure",15828,Long,Asthma,4,Other
Hampi,Historical,Winter,Family,"Sightseeing,Photography",12608,Long,Heart Issues,4,India
Hampi,Historical,Winter,Couple,"Sightseeing,Photography",24446,Long,Heart Issues,1,India
Hampi,Historical,Winter,Solo,"Sightseeing,Photography",7833,Short,Heart Issues,1,India
Dubai,City,Winter,Friends,"Shopping,Adventure",11011,Short,None,3,Other
Kerala,Hill/Beach,Monsoon,Solo,"Houseboat,Relaxation",3959,Short,None,3,India
Dubai,City,Winter,Family,"Shopping,Adventure",4405,Short,None,4,Other
Manali,Mountain,Winter,Couple,"Trekking,Adventure",14420,Short,Heart Issues,6,India
Kerala,Hill/Beach,Monsoon,Solo,"Houseboat,Relaxation",7573,Short,Asthma,3,India
Manali,Mountain,Winter,Family,"Trekking,Adventure",9735,Long,None,1,India
Hampi,Historical,Winter,Friends,"Sightseeing,Photography",18349,Long,Asthma,6,India
Paris,City,Summer,Couple,"Sightseeing,Culture",7136,Short,Heart Issues,2,Other
Goa,Beach,Summer,Solo,"Beach,Party,Relaxation",14850,Short,Asthma,6,India
London,City,Winter,Family,"Culture,Sightseeing",12762,Short,Heart Issues,6,Other
Goa,Beach,Summer,Couple,"Beach,Party,Relaxation",22807,Long,Asthma,5,India
Singapore,City,Summer,Solo,"Shopping,ThemePark",4229,Long,Asthma,4,Other
Ooty,Hill/Beach,Winter,Friends,"Relaxation,Trekking",14845,Long,Asthma,2,India
Hampi,Historical,Winter,Solo,"Sightseeing,Photography",23240,Short,Heart Issues,5,India
Manali,Mountain,Winter,Solo,"Trekking,Adventure",23406,Long,None,2,India
Kerala,Hill/Beach,Monsoon,Friends,"Houseboat,Relaxation",3040,Long,Asthma,2,India
Paris,City,Summer,Family,"Sightseeing,Culture",7163,Short,Asthma,6,Other
Hampi,Historical,Winter,Family,"Sightseeing,Photography",11498,Short,None,4,India
Hampi,Historical,Winter,Family,"Sightseeing,Photography",4850,Long,Asthma,4,India
London,City,Winter,Family,"Culture,Sightseeing",11954,Short,Heart Issues,2,Other
Singapore,City,Summer,Family,"Shopping,ThemePark",10367,Long,Asthma,2,Other
Ooty,Hill/Beach,Winter,Friends,"Relaxation,Trekking",12480,Long,Heart Issues,2,India
Singapore,City,Summer,Family,"Shopping,ThemePark",15615,Long,None,4,Other
London,City,Winter,Couple,"Culture,Sightseeing",7988,Long,Heart Issues,3,Other
Hampi,Historical,Winter,Couple,"Sightseeing,Photography",23895,Long,Asthma,3,India
Hampi,Historical,Winter,Couple,"Sightseeing,Photography",15155,Long,Heart Issues,2,India
London,City,Winter,Family,"Culture,Sightseeing",4158,Short,Asthma,5,Other
Manali,Mountain,Winter,Solo,"Trekking,Adventure",11381,Long,None,1,India
Leh,Mountain,Summer,Solo,"Trekking,Adventure",13543,Long,None,5,India
Kerala,Hill/Beach,Monsoon,Friends,"Houseboat,Relaxation",18361,Long,None,1,India
Leh,Mountain,Summer,Friends,"Trekking,Adventure",8668,Long,Heart Issues,5,India
Leh,Mountain,Summer,Family,"Trekking,Adventure",6683,Short,None,5,India
Kerala,Hill/Beach,Monsoon,Family,"Houseboat,Relaxation",19030,Long,Asthma,6,India
Kerala,Hill/Beach,Monsoon,Couple,"Houseboat,Relaxation",19613,Long,Heart Issues,4,India
Dubai,City,Winter,Friends,"Shopping,Adventure",5026,Long,None,3,Other
Paris,City,Summer,Family,"Sightseeing,Culture",9045,Long,Heart Issues,4,Other
Manali,Mountain,Winter,Couple,"Trekking,Adventure",16894,Short,None,2,India
London,City,Winter,Friends,"Culture,Sightseeing",24635,Short,None,1,Other
Manali,Mountain,Winter,Family,"Trekking,Adventure",19631,Long,Heart Issues,6,India
Kerala,Hill/Beach,Monsoon,Family,"Houseboat,Relaxation",14035,Short,None,4,India
Dubai,City,Winter,Family,"Shopping,Adventure",11144,Long,Asthma,4,Other
Hampi,Historical,Winter,Friends,"Sightseeing,Photography",17495,Short,Heart Issues,6,India
Hampi,Historical,Winter,Couple,"Sightseeing,Photography",17950,Long,Asthma,1,India
Singapore,City,Summer,Solo,"Shopping,ThemePark",7740,Short,Asthma,6,Other
Leh,Mountain,Summer,Couple,"Trekking,Adventure",3314,Short,Asthma,2,India
London,City,Winter,Couple,"Culture,Sightseeing",20552,Long,None,4,Other
Paris,City,Summer,Friends,"Sightseeing,Culture",12664,Short,Asthma,3,Other
Manali,Mountain,Winter,Couple,"Trekking,Adventure",5058,Long,Heart Issues,5,India
Hampi,Historical,Winter,Family,"Sightseeing,Photography",23668,Short,None,3,India
Ooty,Hill/Beach,Winter,Friends,"Relaxation,Trekking",11404,Long,Heart Issues,5,India
Goa,Beach,Summer,Couple,"Beach,Party,Relaxation",13222,Short,Heart Issues,2,India
Hampi,Historical,Winter,Couple,"Sightseeing,Photography",17469,Short,Heart Issues,1,India
Manali,Mountain,Winter,Solo,"Trekking,Adventure",10059,Short,None,6,India
Paris,City,Summer,Friends,"Sightseeing,Culture",24337,Long,Asthma,1,Other
Singapore,City,Summer,Couple,"Shopping,ThemePark",23849,Long,None,2,Other
London,City,Winter,Friends,"Culture,Sightseeing",6970,Short,Asthma,1,Other
Singapore,City,Summer,Family,"Shopping,ThemePark",17599,Short,Asthma,5,Other
Paris,City,Summer,Friends,"Sightseeing,Culture",18231,Short,Heart Issues,6,Other
Singapore,City,Summer,Couple,"Shopping,ThemePark",21464,Short,None,4,Other
Paris,City,Summer,Solo,"Sightseeing,Culture",23623,Short,Heart Issues,2,Other
Hampi,Historical,Winter,Solo,"Sightseeing,Photography",18535,Long,Asthma,1,India
Kerala,Hill/Beach,Monsoon,Solo,"Houseboat,Relaxation",21868,Long,Asthma,2,India
Singapore,City,Summer,Couple,"Shopping,ThemePark",23771,Long,None,2,Other
Singapore,City,Summer,Couple,"Shopping,ThemePark",21909,Long,None,2,Other
Singapore,City,Summer,Family,"Shopping,ThemePark",14326,Short,Heart Issues,5,Other
Kerala,Hill/Beach,Monsoon,Friends,"Houseboat,Relaxation",4145,Long,Asthma,3,India
London,City,Winter,Family,"Culture,Sightseeing",11550,Short,Asthma,3,Other
Hampi,Historical,Winter,Friends,"Sightseeing,Photography",10787,Long,None,2,India
Manali,Mountain,Winter,Solo,"Trekking,Adventure",13144,Short,Heart Issues,2,India
Manali,Mountain,Winter,Solo,"Trekking,Adventure",6533,Short,Heart Issues,1,India
Singapore,City,Summer,Solo,"Shopping,ThemePark",6152,Short,Heart Issues,2,Other
London,City,Winter,Couple,"Culture,Sightseeing",15420,Short,Asthma,1,Other
Ooty,Hill/Beach,Winter,Solo,"Relaxation,Trekking",6154,Short,Heart Issues,2,India
Leh,Mountain,Summer,Family,"Trekking,Adventure",9055,Short,None,6,India
Ooty,Hill/Beach,Winter,Couple,"Relaxation,Trekking",19253,Short,Heart Issues,2,India
Kerala,Hill/Beach,Monsoon,Friends,"Houseboat,Relaxation",8841,Long,None,3,India
Paris,City,Summer,Solo,"Sightseeing,Culture",23325,Short,Asthma,1,Other
Kerala,Hill/Beach,Monsoon,Family,"Houseboat,Relaxation",19975,Short,Asthma,1,India
Paris,City,Summer,Couple,"Sightseeing,Culture",9190,Short,None,1,Other
Kerala,Hill/Beach,Monsoon,Family,"Houseboat,Relaxation",20948,Long,Asthma,3,India
Paris,City,Summer,Solo,"Sightseeing,Culture",9106,Long,None,6,Other
London,City,Winter,Couple,"Culture,Sightseeing",4050,Long,Asthma,6,Other
Goa,Beach,Summer,Couple,"Beach,Party,Relaxation",14162,Short,Heart Issues,4,India
London,City,Winter,Family,"Culture,Sightseeing",15576,Long,Heart Issues,6,Other
Singapore,City,Summer,Family,"Shopping,ThemePark",10341,Long,None,6,Other
Kerala,Hill/Beach,Monsoon,Couple,"Houseboat,Relaxation",6361,Long,None,3,India
Kerala,Hill/Beach,Monsoon,Family,"Houseboat,Relaxation",8499,Long,None,5,India
Hampi,Historical,Winter,Couple,"Sightseeing,Photography",18078,Short,Heart Issues,3,India
Ooty,Hill/Beach,Winter,Solo,"Relaxation,Trekking",14219,Long,Heart Issues,5,India
Leh,Mountain,Summer,Solo,"Trekking,Adventure",20660,Long,Asthma,2,India
Dubai,City,Winter,Couple,"Shopping,Adventure",17377,Short,None,5,Other
Goa,Beach,Summer,Friends,"Beach,Party,Relaxation",21410,Long,None,6,India
Singapore,City,Summer,Family,"Shopping,ThemePark",17075,Long,None,5,Other
Manali,Mountain,Winter,Couple,"Trekking,Adventure",21810,Long,Heart Issues,3,India
London,City,Winter,Friends,"Culture,Sightseeing",6232,Long,Asthma,5,Other
Singapore,City,Summer,Solo,"Shopping,ThemePark",14465,Long,Asthma,3,Other
Ooty,Hill/Beach,Winter,Friends,"Relaxation,Trekking",16431,Long,Heart Issues,2,India
Paris,City,Summer,Family,"Sightseeing,Culture",7294,Short,Heart Issues,6,Other
Hampi,Historical,Winter,Couple,"Sightseeing,Photography",4114,Long,None,5,India
Singapore,City,Summer,Family,"Shopping,ThemePark",22112,Short,Heart Issues,6,Other
Kerala,Hill/Beach,Monsoon,Friends,"Houseboat,Relaxation",18896,Long,None,4,India
Kerala,Hill/Beach,Monsoon,Friends,"Houseboat,Relaxation",21931,Long,None,1,India
Paris,City,Summer,Solo,"Sightseeing,Culture",15705,Short,None,5,Other
Paris,City,Summer,Couple,"Sightseeing,Culture",14721,Long,Heart Issues,1,Other
Paris,City,Summer,Family,"Sightseeing,Culture",18327,Long,Asthma,5,Other
Manali,Mountain,Winter,Couple,"Trekking,Adventure",6753,Long,None,4,India
Goa,Beach,Summer,Family,"Beach,Party,Relaxation",18167,Short,Heart Issues,1,India
Ooty,Hill/Beach,Winter,Couple,"Relaxation,Trekking",13072,Long,None,2,India
Singapore,City,Summer,Family,"Shopping,ThemePark",12015,Short,Asthma,5,Other
Hampi,Historical,Winter,Friends,"Sightseeing,Photography",15515,Long,Asthma,5,India
Goa,Beach,Summer,Family,"Beach,Party,Relaxation",8410,Long,Asthma,6,India
Goa,Beach,Summer,Family,"Beach,Party,Relaxation",8992,Long,Heart Issues,5,India
Goa,Beach,Summer,Friends,"Beach,Party,Relaxation",16190,Short,Asthma,4,India
Singapore,City,Summer,Family,"Shopping,ThemePark",8708,Short,Asthma,2,Other
Singapore,City,Summer,Solo,"Shopping,ThemePark",7504,Short,Heart Issues,6,Other
Paris,City,Summer,Friends,"Sightseeing,Culture",4206,Short,None,6,Other
Hampi,Historical,Winter,Couple,"Sightseeing,Photography",17113,Short,Asthma,1,India
Manali,Mountain,Winter,Friends,"Trekking,Adventure",13776,Long,Heart Issues,1,India
Goa,Beach,Summer,Family,"Beach,Party,Relaxation",24100,Short,Heart Issues,5,India
Kerala,Hill/Beach,Monsoon,Friends,"Houseboat,Relaxation",3019,Long,None,4,India
Ooty,Hill/Beach,Winter,Family,"Relaxation,Trekking",17953,Short,Asthma,4,India
Kerala,Hill/Beach,Monsoon,Family,"Houseboat,Relaxation",7393,Long,None,3,India
Singapore,City,Summer,Solo,"Shopping,ThemePark",7588,Short,Asthma,6,Other
Dubai,City,Winter,Friends,"Shopping,Adventure",21425,Long,Heart Issues,6,Other
Hampi,Historical,Winter,Family,"Sightseeing,Photography",23277,Long,None,6,India
Dubai,City,Winter,Friends,"Shopping,Adventure",7201,Short,Heart Issues,6,Other
Hampi,Historical,Winter,Couple,"Sightseeing,Photography",18053,Short,Heart Issues,2,India
Hampi,Historical,Winter,Friends,"Sightseeing,Photography",10932,Long,None,5,India
Goa,Beach,Summer,Solo,"Beach,Party,Relaxation",8951,Long,Asthma,3,India
Leh,Mountain,Summer,Friends,"Trekking,Adventure",7927,Short,Asthma,5,India
Hampi,Historical,Winter,Solo,"Sightseeing,Photography",20073,Long,Asthma,1,India
Kerala,Hill/Beach,Monsoon,Friends,"Houseboat,Relaxation",18070,Short,Asthma,4,India
Hampi,Historical,Winter,Couple,"Sightseeing,Photography",9456,Long,None,3,India
Ooty,Hill/Beach,Winter,Solo,"Relaxation,Trekking",18087,Long,Heart Issues,4,India
Paris,City,Summer,Friends,"Sightseeing,Culture",13332,Short,None,5,Other
London,City,Winter,Couple,"Culture,Sightseeing",3756,Short,Asthma,1,Other
Goa,Beach,Summer,Couple,"Beach,Party,Relaxation",24311,Long,None,1,India
Ooty,Hill/Beach,Winter,Couple,"Relaxation,Trekking",4230,Short,None,3,India
Goa,Beach,Summer,Solo,"Beach,Party,Relaxation",21041,Long,None,1,India
Dubai,City,Winter,Solo,"Shopping,Adventure",6392,Long,None,3,Other
Goa,Beach,Summer,Family,"Beach,Party,Relaxation",5412,Short,None,4,India
Paris,City,Summer,Couple,"Sightseeing,Culture",10387,Long,None,1,Other
Ooty,Hill/Beach,Winter,Friends,"Relaxation,Trekking",13064,Short,Asthma,4,India
Paris,City,Summer,Solo,"Sightseeing,Culture",13029,Short,Heart Issues,2,Other
Manali,Mountain,Winter,Friends,"Trekking,Adventure",23475,Short,None,3,India
Goa,Beach,Summer,Family,"Beach,Party,Relaxation",12514,Short,Asthma,1,India
Ooty,Hill/Beach,Winter,Solo,"Relaxation,Trekking",17176,Long,Heart Issues,6,India
London,City,Winter,Solo,"Culture,Sightseeing",24024,Long,Asthma,6,Other
Hampi,Historical,Winter,Solo,"Sightseeing,Photography",14815,Long,Asthma,5,India
Hampi,Historical,Winter,Couple,"Sightseeing,Photography",17477,Short,Asthma,5,India
Goa,Beach,Summer,Family,"Beach,Party,Relaxation",20453,Short,Asthma,2,India
London,City,Winter,Solo,"Culture,Sightseeing",21485,Short,Asthma,3,Other
London,City,Winter,Family,"Culture,Sightseeing",7755,Long,Heart Issues,3,Other
Paris,City,Summer,Friends,"Sightseeing,Culture",17913,Short,Asthma,2,Other
Goa,Beach,Summer,Family,"Beach,Party,Relaxation",3040,Long,Asthma,5,India
Hampi,Historical,Winter,Friends,"Sightseeing,Photography",3703,Long,None,4,India
Kerala,Hill/Beach,Monsoon,Family,"Houseboat,Relaxation",3306,Short,Asthma,6,India
Leh,Mountain,Summer,Solo,"Trekking,Adventure",8017,Long,Asthma,1,India
Manali,Mountain,Winter,Family,"Trekking,Adventure",5243,Short,Heart Issues,1,India
Hampi,Historical,Winter,Solo,"Sightseeing,Photography",22387,Short,Asthma,1,India
Singapore,City,Summer,Solo,"Shopping,ThemePark",5730,Long,Heart Issues,3,Other
Kerala,Hill/Beach,Monsoon,Friends,"Houseboat,Relaxation",7041,Long,Asthma,1,India
Leh,Mountain,Summer,Solo,"Trekking,Adventure",4573,Short,Asthma,6,India
Singapore,City,Summer,Solo,"Shopping,ThemePark",10028,Short,None,6,Other
Ooty,Hill/Beach,Winter,Solo,"Relaxation,Trekking",22631,Short,Heart Issues,1,India
London,City,Winter,Solo,"Culture,Sightseeing",9278,Long,Heart Issues,1,Other
Kerala,Hill/Beach,Monsoon,Couple,"Houseboat,Relaxation",18744,Short,Asthma,4,India
Singapore,City,Summer,Friends,"Shopping,ThemePark",9140,Long,Asthma,6,Other
Manali,Mountain,Winter,Friends,"Trekking,Adventure",23195,Short,Heart Issues,4,India
Paris,City,Summer,Family,"Sightseeing,Culture",4535,Long,Heart Issues,4,Other
Ooty,Hill/Beach,Winter,Friends,"Relaxation,Trekking",14368,Long,None,4,India
Ooty,Hill/Beach,Winter,Couple,"Relaxation,Trekking",7425,Short,Heart Issues,5,India
Goa,Beach,Summer,Family,"Beach,Party,Relaxation",4119,Short,Asthma,5,India
Ooty,Hill/Beach,Winter,Friends,"Relaxation,Trekking",12842,Short,Asthma,1,India
Hampi,Historical,Winter,Family,"Sightseeing,Photography",21520,Short,Heart Issues,5,India
Goa,Beach,Summer,Friends,"Beach,Party,Relaxation",20865,Long,Heart Issues,6,India
Goa,Beach,Summer,Couple,"Beach,Party,Relaxation",18922,Short,Heart Issues,3,India
Goa,Beach,Summer,Family,"Beach,Party,Relaxation",5689,Short,Heart Issues,5,India
Singapore,City,Summer,Family,"Shopping,ThemePark",3896,Long,Heart Issues,5,Other
Kerala,Hill/Beach,Monsoon,Solo,"Houseboat,Relaxation",19024,Short,None,2,India
Dubai,City,Winter,Solo,"Shopping,Adventure",3955,Short,None,4,Other
Leh,Mountain,Summer,Friends,"Trekking,Adventure",22745,Long,None,4,India
Paris,City,Summer,Couple,"Sightseeing,Culture",17645,Short,Asthma,2,Other
Leh,Mountain,Summer,Solo,"Trekking,Adventure",16799,Short,Heart Issues,1,India
Dubai,City,Winter,Family,"Shopping,Adventure",13810,Long,None,3,Other
Singapore,City,Summer,Couple,"Shopping,ThemePark",15706,Long,Heart Issues,5,Other
Goa,Beach,Summer,Couple,"Beach,Party,Relaxation",12970,Long,None,5,India
Dubai,City,Winter,Family,"Shopping,Adventure",7262,Long,Asthma,6,Other
Hampi,Historical,Winter,Couple,"Sightseeing,Photography",9672,Long,None,6,India
Ooty,Hill/Beach,Winter,Friends,"Relaxation,Trekking",14560,Long,None,1,India
Goa,Beach,Summer,Solo,"Beach,Party,Relaxation",21147,Short,Heart Issues,4,India
London,City,Winter,Couple,"Culture,Sightseeing",19313,Short,Asthma,1,Other
London,City,Winter,Family,"Culture,Sightseeing",18026,Long,Heart Issues,1,Other
Manali,Mountain,Winter,Family,"Trekking,Adventure",4843,Long,Heart Issues,2,India
Singapore,City,Summer,Family,"Shopping,ThemePark",5364,Long,Asthma,2,Other
Hampi,Historical,Winter,Solo,"Sightseeing,Photography",5473,Long,Heart Issues,6,India
Hampi,Historical,Winter,Solo,"Sightseeing,Photography",13602,Long,Asthma,4,India
Singapore,City,Summer,Family,"Shopping,ThemePark",23244,Short,Asthma,6,Other
Hampi,Historical,Winter,Couple,"Sightseeing,Photography",21366,Short,None,5,India
Singapore,City,Summer,Solo,"Shopping,ThemePark",16330,Long,Heart Issues,6,Other
Kerala,Hill/Beach,Monsoon,Solo,"Houseboat,Relaxation",22974,Long,Heart Issues,4,India
Singapore,City,Summer,Family,"Shopping,ThemePark",15143,Long,Asthma,3,Other
Kerala,Hill/Beach,Monsoon,Family,"Houseboat,Relaxation",3656,Long,Heart Issues,2,India
Manali,Mountain,Winter,Family,"Trekking,Adventure",10004,Long,None,4,India
Kerala,Hill/Beach,Monsoon,Solo,"Houseboat,Relaxation",22054,Long,None,5,India
Leh,Mountain,Summer,Friends,"Trekking,Adventure",10443,Long,Asthma,6,India
Dubai,City,Winter,Couple,"Shopping,Adventure",7418,Short,Heart Issues,3,Other
Paris,City,Summer,Family,"Sightseeing,Culture",18832,Short,None,5,Other
Hampi,Historical,Winter,Couple,"Sightseeing,Photography",15161,Long,None,2,India
Manali,Mountain,Winter,Solo,"Trekking,Adventure",19010,Long,Asthma,4,India
Hampi,Historical,Winter,Couple,"Sightseeing,Photography",7629,Short,Asthma,1,India
Hampi,Historical,Winter,Family,"Sightseeing,Photography",12324,Short,None,5,India
London,City,Winter,Friends,"Culture,Sightseeing",8113,Short,Asthma,1,Other
Goa,Beach,Summer,Solo,"Beach,Party,Relaxation",11371,Short,Asthma,4,India
Goa,Beach,Summer,Couple,"Beach,Party,Relaxation",17866,Short,None,6,India
Leh,Mountain,Summer,Couple,"Trekking,Adventure",8220,Short,Heart Issues,3,India
Manali,Mountain,Winter,Solo,"Trekking,Adventure",22878,Long,Heart Issues,3,India
Dubai,City,Winter,Solo,"Shopping,Adventure",23111,Short,None,2,Other
Goa,Beach,Summer,Solo,"Beach,Party,Relaxation",18761,Long,Asthma,6,India
Manali,Mountain,Winter,Couple,"Trekking,Adventure",20708,Short,None,6,India
Goa,Beach,Summer,Couple,"Beach,Party,Relaxation",24299,Short,Asthma,1,India
London,City,Winter,Couple,"Culture,Sightseeing",14206,Long,Asthma,2,Other
Goa,Beach,Summer,Family,"Beach,Party,Relaxation",18365,Short,None,3,India
Paris,City,Summer,Couple,"Sightseeing,Culture",6621,Short,None,4,Other
London,City,Winter,Friends,"Culture,Sightseeing",11103,Long,Heart Issues,2,Other
London,City,Winter,Solo,"Culture,Sightseeing",9887,Long,Heart Issues,6,Other
Kerala,Hill/Beach,Monsoon,Family,"Houseboat,Relaxation",10497,Short,Asthma,3,India
Singapore,City,Summer,Couple,"Shopping,ThemePark",21381,Long,Heart Issues,1,Other
Hampi,Historical,Winter,Friends,"Sightseeing,Photography",15599,Short,None,1,India
Ooty,Hill/Beach,Winter,Friends,"Relaxation,Trekking",4714,Long,Heart Issues,6,India
Manali,Mountain,Winter,Family,"Trekking,Adventure",15008,Long,None,3,India
Paris,City,Summer,Solo,"Sightseeing,Culture",19355,Short,Asthma,1,Other
Kerala,Hill/Beach,Monsoon,Solo,"Houseboat,Relaxation",9453,Short,None,4,India
Singapore,City,Summer,Family,"Shopping,ThemePark",10381,Short,None,3,Other
Dubai,City,Winter,Family,"Shopping,Adventure",18624,Short,Asthma,5,Other
Hampi,Historical,Winter,Family,"Sightseeing,Photography",15489,Long,Asthma,5,India
Singapore,City,Summer,Family,"Shopping,ThemePark",5920,Short,None,2,Other
Dubai,City,Winter,Friends,"Shopping,Adventure",7867,Short,Heart Issues,6,Other
London,City,Winter,Friends,"Culture,Sightseeing",17920,Long,Heart Issues,1,Other
London,City,Winter,Solo,"Culture,Sightseeing",9471,Short,Heart Issues,5,Other
Kerala,Hill/Beach,Monsoon,Family,"Houseboat,Relaxation",24616,Short,Heart Issues,2,India
Goa,Beach,Summer,Couple,"Beach,Party,Relaxation",5359,Short,Heart Issues,3,India
Goa,Beach,Summer,Solo,"Beach,Party,Relaxation",3206,Long,Heart Issues,5,India
Dubai,City,Winter,Solo,"Shopping,Adventure",21652,Short,Asthma,2,Other
Paris,City,Summer,Solo,"Sightseeing,Culture",11385,Long,Asthma,3,Other
Manali,Mountain,Winter,Family,"Trekking,Adventure",7495,Long,Heart Issues,1,India
London,City,Winter,Family,"Culture,Sightseeing",6193,Short,None,5,Other
Paris,City,Summer,Couple,"Sightseeing,Culture",12845,Short,None,1,Other
Ooty,Hill/Beach,Winter,Couple,"Relaxation,Trekking",11655,Short,Heart Issues,1,India
Dubai,City,Winter,Couple,"Shopping,Adventure",3698,Long,Asthma,3,Other
Manali,Mountain,Winter,Solo,"Trekking,Adventure",21778,Long,Heart Issues,2,India
